time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
1230,25.200,1079.105,999.834,1032.606,1041.134,1058.727,1225.475,1291.021,1641.101,1757.840,0.001
1235,24.200,916.149,129.646,629.891,1034.278,1049.765,1075.574,1208.339,2816.350,2896.240,0.001
1240,21.600,1090.942,999.740,1033.396,1041.723,1066.654,1282.184,1439.059,1632.986,1816.099,0.001
1245,30.800,1069.063,1000.371,1033.262,1041.919,1058.166,1199.882,1244.602,1507.991,1559.342,0.001
1250,35.800,1052.441,1000.105,1033.239,1041.758,1051.192,1075.553,1175.393,1250.469,1308.093,0.001
1255,39.800,1050.299,1000.408,1025.191,1033.501,1066.518,1124.083,1141.623,1175.000,1240.861,0.001
1260,51.400,1038.605,999.911,1023.168,1032.866,1041.330,1075.304,1116.893,1200.222,1233.935,0.001
1265,52.800,1037.756,1000.262,1024.943,1033.181,1034.128,1058.076,1092.483,1199.213,1217.332,0.001
1270,46.600,1042.996,999.847,1024.640,1033.214,1050.036,1099.809,1124.799,1166.963,1200.090,0.001
1275,25.400,1078.407,1000.135,1032.900,1034.077,1074.687,1150.596,1216.435,2087.035,2174.823,0.001
1280,34.000,1058.829,1000.477,1024.979,1041.639,1066.772,1133.357,1183.409,1282.721,1298.230,0.001
1285,30.200,1065.883,1000.377,1025.668,1033.898,1066.641,1174.613,1208.750,1458.532,1483.303,0.001
1290,29.400,1065.860,925.163,1024.793,1033.685,1067.041,1141.350,1175.319,1674.699,1699.549,0.001
1295,32.400,1061.182,999.976,1025.009,1041.552,1075.614,1123.227,1166.898,1407.644,1517.498,0.001
1300,51.800,1039.451,999.796,1025.133,1033.187,1034.005,1059.083,1124.283,1225.677,1282.767,0.001
1305,38.800,1050.751,1000.030,1032.563,1033.479,1057.949,1116.320,1142.155,1232.597,1250.808,0.001
1310,29.000,1068.435,1000.198,1034.155,1042.406,1067.642,1158.727,1209.042,1334.755,1408.957,0.001
1315,36.600,1054.641,1000.129,1033.572,1041.903,1051.008,1089.567,1158.258,1317.268,1350.763,0.001
1320,48.600,1040.991,999.791,1025.406,1033.560,1042.208,1066.532,1117.905,1208.642,1224.852,0.001
1325,53.400,1037.430,999.789,1025.065,1033.318,1041.550,1057.892,1091.766,1167.464,1183.725,0.001
1330,34.800,1057.151,1000.443,1033.270,1041.748,1058.348,1108.875,1191.364,1349.881,1426.203,0.001
1335,44.200,1045.177,1000.117,1033.146,1041.263,1042.422,1066.307,1100.629,1266.694,1300.113,0.001
1340,22.600,1090.461,1001.160,1040.986,1050.050,1099.730,1216.809,1283.644,1433.097,1516.297,0.001
1345,16.600,1117.662,999.804,1035.378,1050.145,1175.410,1332.456,1374.895,1716.571,1716.571,0.001
1350,16.200,1126.223,1000.541,1034.433,1066.548,1158.547,1308.347,1359.564,1608.811,1608.811,0.001
1355,15.800,1123.693,1000.895,1033.389,1049.724,1199.179,1342.529,1450.179,1583.833,1583.833,0.001
1360,37.600,1052.921,1000.112,1032.861,1033.788,1052.669,1125.001,1157.939,1266.333,1291.007,0.001
1365,37.800,1053.188,1000.121,1032.813,1034.309,1058.846,1116.985,1142.980,1258.493,1283.244,0.001
1370,22.400,1089.079,1000.654,1033.659,1066.758,1117.204,1158.586,1199.244,1607.764,1609.203,0.001
1375,22.600,1087.825,1000.529,1040.912,1074.141,1116.070,1166.145,1250.101,1350.201,1417.838,0.001
1380,26.600,1075.709,1000.456,1032.829,1057.845,1100.092,1142.466,1191.919,1559.342,1575.529,0.001
1385,25.400,1078.421,999.973,1033.607,1066.289,1116.647,1149.427,1183.552,1266.831,1324.764,0.001
1390,25.200,1078.967,1000.625,1033.820,1066.622,1116.522,1150.052,1182.425,1300.310,1350.832,0.001
1395,35.200,1056.720,1000.459,1032.955,1034.155,1066.070,1117.013,1159.104,1296.236,1386.124,0.001
1400,41.400,1048.528,1000.007,1025.048,1033.763,1058.498,1107.837,1142.125,1200.499,1248.748,0.001
1405,49.800,1041.042,999.953,1031.774,1033.448,1041.281,1073.132,1093.431,1209.036,1266.975,0.001
1410,44.000,1044.131,999.459,1032.040,1033.527,1042.169,1075.030,1100.344,1167.487,1507.172,0.001
1415,47.000,1043.444,1000.457,1031.506,1033.379,1037.101,1067.345,1133.583,1257.873,1275.417,0.001
1420,45.200,1044.046,999.850,1020.294,1033.348,1050.046,1107.764,1125.926,1174.653,1208.974,0.001
1425,32.800,1060.135,999.323,1032.940,1047.464,1091.076,1118.079,1142.509,1224.798,1227.375,0.001
1430,39.200,1050.504,999.459,1016.918,1033.480,1067.461,1131.993,1150.325,1233.078,1250.326,0.001
1435,44.800,1044.423,999.598,1017.194,1033.266,1057.733,1107.989,1129.965,1165.961,1199.512,0.001
1440,37.200,1053.682,999.813,1032.598,1041.344,1066.114,1100.439,1141.571,1258.555,1266.253,0.001
1445,37.400,1054.071,1000.082,1024.871,1041.474,1072.117,1115.887,1158.456,1225.471,1234.177,0.001
1450,37.400,1053.201,999.686,1025.563,1033.828,1066.445,1124.957,1166.445,1240.982,1259.569,0.001
1455,29.800,1067.803,999.327,1033.182,1049.941,1091.414,1142.342,1191.226,1216.108,1275.614,0.001
1460,34.600,1057.348,999.578,1026.497,1033.985,1066.797,1133.009,1174.472,1299.797,1300.930,0.001
1465,37.800,1053.525,1000.364,1032.977,1034.018,1066.669,1107.638,1125.526,1317.335,1322.212,0.001
1470,16.000,1123.141,1000.318,1042.269,1091.441,1166.622,1280.841,1381.946,1648.905,1648.905,0.001
1475,19.600,1102.937,1000.669,1033.407,1059.156,1141.365,1266.732,1299.937,1483.141,1483.141,0.001
1480,18.600,1106.822,1000.950,1049.594,1098.717,1150.384,1199.817,1250.031,1365.612,1365.612,0.001
1485,16.000,1125.715,1000.755,1049.991,1116.154,1173.448,1292.493,1343.782,1433.351,1433.351,0.001
1490,19.400,1101.905,1000.367,1033.195,1058.653,1125.967,1233.145,1391.827,1541.740,1541.740,0.001
1495,20.000,1102.879,1000.668,1033.250,1041.510,1090.624,1383.034,1501.996,1966.126,1966.126,0.001
1500,25.800,1076.966,1000.296,1025.006,1033.747,1076.610,1183.399,1242.068,1625.381,1633.066,0.001
1505,26.800,1073.456,1000.380,1033.034,1041.050,1075.554,1199.646,1241.940,1383.561,1432.917,0.001
1510,30.000,1065.244,999.727,1032.746,1037.264,1075.137,1161.629,1215.156,1350.954,1407.577,0.001
1515,30.600,1065.325,1000.362,1032.803,1041.396,1083.450,1158.623,1183.497,1322.991,1342.843,0.001
1520,19.600,1101.976,1000.361,1034.013,1074.563,1141.190,1191.950,1283.797,1566.298,1566.298,0.001
1525,27.600,1072.460,999.635,1033.155,1048.980,1083.883,1173.909,1207.916,1316.548,1317.337,0.001
1530,30.400,1065.703,1000.931,1025.008,1048.426,1091.458,1150.346,1183.183,1308.635,1375.826,0.001
1535,22.800,1087.797,1000.024,1033.434,1066.133,1126.640,1191.283,1216.714,1241.726,1374.858,0.001
1540,35.600,1058.042,999.936,1025.282,1041.463,1066.567,1133.117,1183.092,1262.667,1267.348,0.001
1545,36.800,1053.150,999.975,1016.907,1033.286,1058.321,1134.386,1183.574,1313.704,1316.977,0.001
1550,36.400,1053.797,1000.075,1025.036,1033.693,1050.620,1124.985,1183.027,1300.038,1308.706,0.001
1555,25.000,1081.587,1000.233,1033.661,1057.429,1109.196,1191.987,1216.875,1291.528,1300.515,0.001
1560,32.000,1061.720,1000.730,1025.705,1040.741,1074.417,1149.980,1208.034,1316.874,1367.057,0.001
1565,19.600,1103.220,1000.839,1040.967,1082.562,1140.877,1240.873,1300.446,1358.798,1358.798,0.001
1570,22.200,1090.513,1000.169,1033.423,1065.718,1122.176,1191.200,1241.968,1447.400,1458.208,0.001
1575,20.600,1095.900,999.804,1033.739,1066.191,1141.657,1217.197,1275.422,1325.608,1325.913,0.001
1580,26.600,1075.266,1000.677,1032.752,1057.963,1100.770,1166.753,1191.887,1325.786,1341.039,0.001
1585,22.000,1091.632,999.707,1033.572,1058.496,1116.948,1215.988,1274.307,1424.516,1424.565,0.001
1590,27.400,1075.942,1000.497,1033.325,1047.868,1083.292,1158.046,1225.148,1324.759,1733.777,0.001
1595,14.800,1127.777,999.807,1047.341,1108.047,1166.574,1297.557,1341.518,1649.549,1649.549,0.001
1600,26.200,1078.795,1000.667,1033.761,1050.550,1108.685,1149.050,1166.213,1417.083,1473.879,0.001
1605,14.400,1234.931,1000.787,1041.909,1095.140,1190.959,1307.990,1383.270,5642.673,5642.673,0.001
1610,3.800,1144.186,1026.929,1051.050,1068.302,1224.959,1343.261,1476.128,1476.128,1476.128,0.001
1615,10.600,1187.055,1000.318,1058.673,1174.088,1251.150,1374.674,1530.758,1740.527,1740.527,0.001
1620,15.600,1133.200,999.853,1042.186,1116.485,1208.119,1283.275,1316.391,1533.794,1533.794,0.001
1625,25.400,1075.786,1000.297,1034.338,1050.476,1100.161,1191.855,1217.146,1301.248,1317.328,0.001
1630,12.200,1071.808,394.784,1012.595,1034.062,1075.896,1191.797,1249.641,3416.973,3416.973,0.001
1635,15.400,1129.994,1000.786,1031.701,1092.001,1183.882,1300.489,1324.994,1892.585,1892.585,0.001
1640,18.600,1106.629,1001.472,1025.752,1092.286,1167.135,1234.393,1272.128,1366.748,1366.748,0.001
1645,21.800,1090.673,1000.575,1034.523,1066.815,1140.765,1203.137,1217.857,1308.451,1325.361,0.001
1650,23.600,1086.061,1000.745,1033.875,1066.327,1117.479,1184.145,1224.928,1393.418,1500.583,0.001
1655,24.600,1080.509,1000.228,1033.708,1058.957,1125.639,1159.117,1182.463,1208.970,1234.588,0.001
1660,28.800,1069.428,1000.042,1032.088,1049.591,1100.172,1141.894,1200.360,1317.025,1367.107,0.001
1665,28.600,1069.369,1000.200,1033.743,1042.352,1075.032,1159.182,1216.177,1334.071,1350.611,0.001
1670,20.200,1099.564,1000.045,1041.796,1082.873,1125.607,1224.793,1241.920,1384.246,1391.588,0.001
1675,26.400,1075.482,1000.252,1034.139,1050.126,1082.243,1191.780,1250.740,1341.883,1366.872,0.001
1680,28.600,1070.413,1000.057,1033.845,1051.499,1100.475,1150.704,1167.121,1217.719,1225.549,0.001
1685,24.200,1083.531,1000.347,1041.080,1050.650,1083.602,1200.254,1217.223,1483.857,1592.161,0.001
1690,21.600,1091.584,1000.279,1033.973,1091.391,1133.410,1189.151,1216.873,1242.533,1242.558,0.001
1695,26.600,1074.606,999.949,1032.642,1066.081,1109.352,1148.263,1208.066,1233.131,1275.065,0.001
1700,25.400,1078.291,1001.297,1033.014,1066.447,1108.441,1150.155,1191.795,1284.116,1383.229,0.001
1705,20.800,1097.872,1000.445,1024.429,1059.330,1166.519,1234.028,1300.380,1391.734,1408.795,0.001
1710,22.200,1089.438,1000.419,1042.309,1074.939,1117.002,1167.484,1208.169,1382.592,1417.192,0.001
1715,34.000,1058.034,1000.053,1029.580,1033.687,1074.403,1149.287,1183.119,1208.069,1209.433,0.001
1720,30.400,1068.193,1000.305,1033.197,1041.955,1084.283,1158.796,1209.657,1266.604,1299.480,0.001
1725,33.200,1057.874,1000.435,1032.994,1034.487,1067.545,1125.340,1149.822,1282.462,1383.702,0.001
1730,31.400,1064.693,999.722,1025.249,1048.927,1091.269,1150.828,1167.121,1199.641,1241.783,0.001
1735,22.600,1087.031,1000.906,1033.830,1057.986,1108.494,1183.250,1250.122,1457.613,1517.298,0.001
1740,24.000,1084.433,999.927,1041.350,1064.507,1126.774,1190.775,1200.556,1275.373,1317.278,0.001
1745,23.800,1083.371,1001.735,1040.096,1075.237,1116.675,1158.588,1182.984,1257.621,1267.559,0.001
1750,36.600,1054.023,1000.194,1032.699,1033.870,1058.721,1116.670,1184.179,1228.074,1249.996,0.001
1755,37.800,1053.023,1000.506,1032.605,1033.605,1042.262,1082.927,1150.122,1791.599,1791.811,0.001
1760,21.400,1095.181,999.823,1029.372,1066.203,1133.378,1192.261,1283.863,1425.987,1433.095,0.001
1765,17.200,1113.752,1007.678,1041.176,1067.503,1150.174,1250.678,1317.160,1716.377,1716.377,0.001
1770,30.200,1069.112,1000.345,1033.309,1042.365,1075.824,1133.424,1249.484,1375.086,1576.084,0.001
1775,25.200,1075.790,1000.024,1025.155,1034.063,1102.859,1184.148,1283.299,1317.196,1407.879,0.001
1780,39.400,1051.384,1000.444,1032.616,1033.609,1048.378,1133.230,1165.709,1291.714,1316.819,0.001
1785,25.200,1077.889,1000.727,1034.293,1059.230,1108.772,1149.962,1158.534,1300.056,1357.711,0.001
1790,28.600,1069.898,1000.297,1033.615,1049.493,1081.190,1158.297,1205.587,1274.917,1275.995,0.001
1795,32.400,1063.381,1000.532,1032.653,1043.815,1083.751,1149.368,1183.780,1247.978,1266.007,0.001
1800,25.200,1077.298,1000.352,1033.346,1058.210,1092.174,1192.625,1216.377,1333.333,1374.732,0.001
1805,32.400,1061.962,1000.461,1025.364,1033.828,1066.963,1124.680,1163.107,1450.027,1508.149,0.001
1810,27.200,1072.850,1000.492,1025.364,1050.527,1107.924,1165.091,1208.994,1249.929,1266.867,0.001
1815,29.200,1068.619,1001.490,1033.129,1053.248,1091.474,1149.967,1174.613,1241.640,1341.057,0.001
1820,34.200,1059.249,1000.631,1024.434,1039.223,1091.354,1142.559,1174.466,1241.066,1250.290,0.001
1825,26.400,1076.014,1000.685,1016.881,1041.420,1099.728,1183.724,1250.604,1442.043,1718.222,0.001
1830,20.600,1095.721,1001.323,1017.308,1065.982,1133.017,1207.059,1277.059,1527.476,1549.461,0.001
1835,29.600,1067.706,1000.506,1025.422,1049.932,1091.387,1141.530,1166.346,1391.584,1432.923,0.001
1840,28.600,1071.835,999.402,1025.130,1034.330,1092.500,1183.524,1233.662,1382.886,1397.682,0.001
1845,27.400,1071.327,1000.418,1032.942,1040.407,1099.374,1166.514,1191.520,1450.075,1460.458,0.001
1850,37.600,1052.036,1000.795,1024.291,1033.624,1058.909,1133.817,1175.304,1224.658,1266.815,0.001
1855,32.000,1063.897,1000.264,1025.056,1034.036,1075.685,1150.169,1200.003,1290.996,1341.454,0.001
1860,32.600,1059.893,1001.030,1032.792,1033.815,1058.168,1157.957,1192.633,1290.740,1325.013,0.001
1865,23.600,1085.501,1000.500,1025.359,1050.509,1141.898,1216.711,1243.531,1308.016,1337.353,0.001
1870,20.600,1095.989,1001.482,1033.469,1074.823,1125.106,1200.357,1250.163,1440.913,1482.355,0.001
1875,26.200,1076.601,1000.322,1024.407,1035.304,1091.558,1174.332,1282.805,1600.469,1717.060,0.001
1880,19.000,1105.665,1000.548,1033.289,1074.072,1158.171,1232.677,1315.931,1516.678,1516.678,0.001
1885,15.400,1130.390,1000.695,1034.271,1059.353,1165.735,1358.101,1524.370,1549.677,1549.677,0.001
1890,16.800,1122.588,1000.340,1033.955,1058.659,1175.577,1316.486,1408.472,1613.484,1613.484,0.001
1895,12.200,1163.710,999.794,1050.718,1117.890,1249.703,1366.630,1424.160,1675.093,1675.093,0.001
1900,26.000,1084.089,1000.346,1033.450,1041.861,1058.711,1158.978,1308.617,1874.804,2110.744,0.001
1905,29.600,1059.670,1000.322,1033.421,1041.732,1050.313,1133.864,1223.434,1325.779,1335.965,0.001
1910,25.800,1075.945,1000.379,1041.339,1050.166,1067.935,1185.912,1275.536,1371.349,1383.604,0.001
1915,36.800,1054.141,999.823,1033.493,1042.517,1067.311,1100.054,1117.438,1350.612,1356.661,0.001
1920,42.200,1047.469,999.842,1033.124,1034.441,1050.920,1091.647,1125.482,1153.096,1225.911,0.001
1925,44.400,1044.912,1000.075,1032.674,1033.884,1049.724,1091.568,1116.477,1209.183,1234.078,0.001
1930,35.400,1056.656,1000.345,1034.108,1042.251,1058.872,1099.592,1149.519,1283.284,1350.171,0.001
1935,25.400,1078.336,1000.564,1034.412,1042.336,1066.039,1119.672,1175.560,2324.481,2325.351,0.001
1940,34.600,1057.915,1001.072,1034.203,1042.315,1058.618,1097.114,1150.315,1267.279,1279.153,0.001
1945,31.600,1062.790,1000.628,1033.386,1042.117,1058.286,1092.500,1226.502,1633.175,1634.112,0.001
1950,41.800,1047.832,999.843,1032.898,1040.771,1050.671,1091.806,1117.770,1150.645,1333.852,0.001
1955,42.400,1047.212,1000.341,1032.280,1033.960,1050.403,1091.047,1125.995,1225.745,1308.131,0.001
1960,47.200,1042.235,1000.539,1026.030,1033.806,1050.223,1075.752,1100.706,1174.127,1190.789,0.001
1965,41.200,1048.415,1000.075,1025.304,1033.573,1050.015,1075.553,1132.019,1283.166,1500.557,0.001
1970,35.400,1056.430,1000.869,1033.606,1041.805,1058.515,1116.443,1175.507,1232.835,1316.234,0.001
1975,35.400,1057.035,1001.081,1033.829,1041.966,1058.477,1102.591,1150.733,1267.561,1366.586,0.001
1980,36.000,1055.293,1000.903,1033.899,1041.758,1057.581,1106.152,1140.978,1300.486,1332.803,0.001
1985,39.800,1049.590,1000.804,1033.191,1041.806,1057.740,1083.894,1109.307,1232.886,1250.153,0.001
1990,42.800,1046.903,1000.437,1033.549,1041.635,1054.916,1073.157,1090.079,1191.562,1241.647,0.001
1995,31.600,1063.155,1000.160,1040.788,1049.917,1074.871,1117.478,1165.328,1262.668,1283.679,0.001
2000,45.600,1043.657,1000.647,1032.495,1038.264,1050.328,1077.962,1107.738,1150.893,1217.633,0.001
2005,39.000,1051.114,999.878,1032.892,1034.005,1050.398,1099.594,1166.994,1325.085,1325.420,0.001
2010,40.600,1049.815,1000.290,1032.604,1033.724,1050.555,1098.724,1116.886,1175.073,1514.988,0.001
2015,49.000,1040.178,1000.173,1025.250,1033.517,1041.953,1074.853,1100.103,1210.173,1241.596,0.001
2020,45.400,1043.962,1000.820,1032.557,1033.798,1049.359,1075.906,1116.965,1199.813,1291.562,0.001
2025,43.600,1046.007,1000.405,1032.535,1034.224,1046.448,1089.048,1125.216,1214.179,1242.186,0.001
2030,42.400,1046.945,1000.543,1032.834,1033.748,1042.501,1091.892,1124.913,1183.400,1288.396,0.001
2035,35.400,1056.989,999.982,1033.037,1041.591,1058.622,1116.658,1200.081,1391.590,1400.411,0.001
2040,38.200,1052.062,1000.045,1032.899,1038.400,1063.030,1091.751,1150.249,1250.528,1283.543,0.001
2045,43.600,1045.599,1000.394,1032.927,1033.840,1042.342,1075.041,1134.114,1215.678,1300.165,0.001
2050,31.400,1063.908,1000.034,1033.310,1042.540,1059.131,1108.348,1158.005,1657.881,1666.328,0.001
2055,35.000,1056.697,1000.162,1033.127,1041.295,1059.046,1108.960,1158.546,1300.164,1317.057,0.001
2060,36.000,1055.636,1000.436,1033.135,1041.457,1066.113,1108.291,1150.321,1258.968,1267.618,0.001
2065,39.200,1051.047,1000.229,1033.230,1041.221,1050.633,1091.374,1149.980,1200.074,1208.564,0.001
2070,45.200,1043.973,1001.097,1033.086,1038.631,1044.014,1066.694,1107.652,1175.104,1216.688,0.001
2075,48.000,1041.629,1000.135,1032.411,1033.386,1040.598,1083.563,1108.604,1216.202,1299.376,0.001
2080,41.400,1049.351,1000.513,1032.994,1041.087,1057.500,1091.467,1125.277,1207.360,1225.345,0.001
2085,46.800,1041.642,1000.368,1031.643,1033.677,1042.530,1074.768,1102.763,1150.400,1216.740,0.001
2090,46.800,1042.939,1000.280,1032.454,1033.660,1042.365,1067.307,1116.920,1209.248,1225.524,0.001
2095,41.200,1048.361,1000.847,1032.585,1033.795,1050.497,1091.963,1141.549,1191.824,1216.188,0.001
2100,39.400,1098.822,1000.605,1032.959,1034.036,1043.367,1116.468,1166.101,5831.999,5865.905,0.001
2105,0.000,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000.000
2110,44.600,943.340,74.550,1003.412,1033.237,1041.836,1090.876,1134.125,1334.145,1363.980,0.001
2115,36.600,1054.014,1000.214,1025.043,1033.785,1050.144,1099.930,1182.916,1459.227,1525.513,0.001
2120,43.400,1045.576,1000.263,1024.803,1033.550,1050.398,1092.260,1133.078,1208.156,1241.043,0.001
2125,33.800,1058.685,1000.377,1025.420,1041.649,1059.739,1149.620,1217.409,1258.395,1283.442,0.001
2130,29.000,1068.931,1000.267,1033.506,1044.827,1067.363,1125.990,1224.596,1350.579,1573.523,0.001
2135,33.400,1059.694,1000.356,1033.243,1041.708,1059.095,1124.790,1192.641,1283.557,1317.395,0.001
2140,31.600,1064.736,999.952,1034.006,1042.360,1058.545,1107.994,1216.789,1583.465,1695.656,0.001
2145,36.800,1054.996,1000.092,1033.653,1041.709,1050.249,1083.882,1234.298,1292.108,1316.046,0.001
2150,34.600,1056.821,1000.842,1033.427,1041.477,1050.080,1116.262,1224.776,1301.137,1333.485,0.001
2155,34.000,1057.681,1000.250,1034.224,1041.912,1050.424,1075.482,1191.587,1333.908,1424.325,0.001
2160,32.600,1061.311,1000.245,1033.585,1041.868,1057.740,1091.751,1224.516,1374.857,1451.081,0.001
2165,33.000,1060.439,1000.635,1033.387,1041.632,1058.560,1107.755,1225.186,1307.868,1324.535,0.001
2170,21.400,1095.369,1000.091,1033.465,1041.930,1066.178,1167.144,1441.630,2307.676,2408.710,0.001
2175,32.800,1059.854,1000.935,1033.345,1041.495,1050.340,1133.851,1225.412,1297.801,1399.468,0.001
2180,27.600,1071.982,1001.216,1033.235,1041.698,1058.259,1174.197,1274.870,1641.575,1909.089,0.001
2185,32.800,1061.075,1000.215,1033.272,1041.406,1050.171,1141.285,1250.299,1331.072,1332.158,0.001
2190,30.600,1066.644,1000.211,1032.530,1041.304,1050.721,1167.977,1291.742,1466.697,1540.281,0.001
2195,30.200,1064.560,999.705,1032.883,1041.411,1050.118,1142.612,1258.295,1433.202,1448.823,0.001
2200,25.000,1081.721,1000.604,1033.586,1041.772,1071.396,1250.595,1316.911,1449.915,1457.974,0.001
2205,17.800,1109.923,1001.028,1044.937,1075.251,1159.073,1267.547,1307.723,1400.505,1400.505,0.001
2210,10.000,1199.781,1003.435,1049.560,1125.372,1274.995,1466.055,1582.329,2008.589,2008.589,0.001
2215,11.800,1175.655,1000.562,1068.583,1133.330,1268.988,1391.548,1492.344,1535.674,1535.674,0.001
2220,21.800,1088.244,1000.812,1040.406,1050.693,1090.917,1216.563,1283.466,1500.790,1743.017,0.001
2225,33.000,1060.338,1001.269,1033.896,1049.544,1067.590,1100.001,1158.617,1265.488,1349.827,0.001
2230,27.000,1076.560,999.772,1033.050,1042.502,1065.892,1258.774,1292.387,1483.037,1558.405,0.001
2235,10.800,1187.987,1001.057,1051.067,1175.396,1266.864,1399.991,1475.379,1600.134,1600.134,0.001
2240,8.400,1231.802,1001.038,1142.742,1217.648,1283.371,1391.564,1492.696,1725.349,1725.349,0.001
2245,9.600,1203.528,1003.692,1091.865,1175.475,1267.790,1418.149,1466.233,1784.221,1784.221,0.001
2250,17.000,1120.076,1001.974,1041.892,1066.982,1175.331,1283.877,1358.510,1516.739,1516.739,0.001
2255,18.600,1105.609,1000.225,1039.971,1057.599,1133.211,1284.037,1333.437,1583.364,1583.364,0.001
2260,20.200,1098.162,1000.284,1039.257,1058.497,1124.429,1225.517,1307.271,1475.285,1649.989,0.001
2265,23.800,1083.982,999.612,1038.179,1050.944,1113.778,1192.234,1258.737,1366.284,1484.668,0.001
2270,22.600,1088.419,994.577,1033.524,1050.766,1100.659,1199.843,1300.249,1409.411,1450.249,0.001
2275,16.200,1125.358,1001.407,1025.050,1047.237,1117.053,1275.807,1325.483,2683.741,2683.741,0.001
2280,12.000,1166.031,1000.640,1083.124,1133.952,1225.175,1341.009,1500.056,1690.698,1690.698,0.001
2285,27.600,1071.578,1000.285,1033.621,1049.586,1091.629,1182.945,1233.123,1283.777,1284.236,0.001
2290,33.400,1063.169,1000.137,1033.424,1042.008,1065.817,1132.682,1189.693,1349.881,1451.226,0.001
2295,32.800,1059.042,1000.292,1033.468,1042.178,1058.451,1091.680,1132.285,1516.700,1550.389,0.001
2300,24.600,1085.586,1000.245,1034.081,1049.880,1070.305,1172.053,1291.358,1592.154,1816.149,0.001
2305,22.400,1082.103,1000.692,1034.558,1049.813,1093.625,1208.784,1274.917,1382.971,1450.301,0.001
2310,24.600,1082.869,1001.244,1033.791,1048.203,1066.626,1208.666,1258.809,1566.688,1749.725,0.001
2315,23.600,1082.872,1001.835,1034.585,1049.726,1075.232,1189.685,1292.847,1575.030,1775.769,0.001
2320,26.200,1079.519,1000.142,1033.903,1041.986,1060.802,1191.322,1326.495,1492.417,1642.039,0.001
2325,22.200,1086.040,1000.073,1039.721,1042.157,1058.711,1142.361,1433.059,1724.433,1899.882,0.001
2330,16.200,1124.945,1001.822,1041.023,1058.231,1175.713,1316.688,1417.912,1675.722,1675.722,0.001
2335,11.800,1170.177,1000.883,1059.130,1139.675,1280.156,1342.151,1383.436,1407.429,1407.429,0.001
2340,35.000,1056.711,1000.034,1033.368,1041.956,1058.242,1091.536,1116.471,1342.315,1616.920,0.001
2345,12.000,1167.287,1001.704,1071.406,1157.804,1225.186,1275.389,1400.590,1840.970,1840.970,0.001
2350,9.000,1218.972,1002.060,1076.133,1207.680,1267.344,1374.549,1532.796,1758.784,1758.784,0.001
2355,29.800,1068.616,1000.401,1033.602,1042.261,1059.128,1158.233,1235.022,1350.597,1350.912,0.001
2360,19.800,1105.723,999.952,1034.426,1049.299,1099.259,1266.536,1440.933,1883.256,1883.256,0.001
2365,6.400,1314.864,1001.482,1133.364,1200.035,1366.981,1882.776,2066.445,2142.019,2142.019,0.001
2370,13.400,1150.711,999.543,1038.973,1058.054,1175.797,1400.094,1732.998,1957.848,1957.848,0.001
2375,8.200,1229.134,1002.541,1133.197,1192.156,1308.262,1417.283,1458.068,1800.452,1800.452,0.001
2380,14.000,1147.291,1000.471,1034.306,1082.474,1241.654,1374.901,1450.473,1641.621,1641.621,0.001
2385,17.400,1111.335,1001.371,1033.462,1050.404,1125.609,1266.146,1374.980,2074.289,2074.289,0.001
2390,40.200,1048.011,1000.005,1033.030,1041.259,1049.802,1074.913,1107.671,1291.746,1391.506,0.001
2395,20.400,1100.705,1000.433,1033.529,1041.852,1083.751,1324.506,1424.705,1528.997,1584.166,0.001
2400,12.400,1156.949,1001.100,1055.868,1158.525,1249.258,1314.125,1317.774,1475.533,1475.533,0.001
2405,13.400,1150.826,1000.829,1058.862,1125.715,1225.564,1365.495,1384.203,1467.307,1467.307,0.001
2410,17.400,1118.193,1001.076,1039.385,1075.567,1190.917,1257.771,1350.019,1541.506,1541.506,0.001
2415,24.200,1081.198,999.747,1041.024,1050.403,1091.651,1182.688,1291.239,1324.388,1374.821,0.001
2420,28.200,1069.433,1001.106,1033.872,1042.820,1078.143,1158.113,1200.173,1333.990,1439.831,0.001
2425,13.000,1160.450,1000.843,1033.524,1058.118,1258.557,1400.063,1432.812,1841.955,1841.955,0.001
2430,18.600,1103.855,1000.963,1040.592,1050.143,1125.317,1250.815,1407.468,1683.171,1683.171,0.001
2435,22.200,1072.239,999.873,1033.545,1041.363,1049.624,1058.662,1108.001,1242.771,3873.955,0.001
2440,34.200,965.610,6.185,1015.947,1016.964,1041.788,1091.654,1216.789,1366.758,1374.898,0.001
2445,35.800,1054.898,999.975,1032.289,1040.912,1050.511,1124.094,1183.488,1366.831,1407.868,0.001
2450,32.800,1060.367,999.919,1032.820,1037.017,1066.471,1142.517,1187.193,1274.746,1432.967,0.001
2455,34.000,1059.227,1000.893,1032.740,1041.147,1066.239,1124.604,1200.225,1300.178,1317.029,0.001
2460,31.400,1064.803,1000.044,1024.386,1033.362,1058.730,1175.377,1258.138,1416.086,1582.520,0.001
2465,30.000,1065.951,1000.409,1032.589,1034.053,1049.958,1097.966,1208.498,2058.112,2065.681,0.001
2470,23.600,969.157,27.192,1023.039,1050.793,1099.523,1158.723,1215.828,1234.217,1308.297,0.001
