time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
3720,44.600,1044.903,1000.843,1033.299,1041.556,1050.036,1067.200,1109.611,1207.678,1258.985,0.001
3725,42.000,1047.413,999.750,1032.673,1041.239,1043.564,1071.642,1106.031,1267.621,1699.556,0.001
3730,42.000,1047.586,1001.609,1032.913,1041.691,1049.918,1100.106,1150.401,1184.124,1241.650,0.001
3735,41.200,1048.567,1000.231,1033.732,1042.053,1050.547,1066.125,1083.835,1258.327,1276.204,0.001
3740,35.000,1057.340,1000.045,1033.383,1041.907,1050.539,1099.194,1216.062,1292.598,1292.826,0.001
3745,37.000,1053.789,1001.479,1033.468,1041.774,1050.640,1083.874,1167.017,1300.905,1317.190,0.001
3750,35.400,1056.282,1000.074,1033.691,1041.795,1050.422,1075.215,1183.653,1316.688,1326.019,0.001
3755,36.200,1055.155,1000.596,1034.256,1041.993,1050.748,1074.767,1083.967,1596.714,1599.625,0.001
3760,32.800,1061.088,1000.882,1033.618,1042.206,1056.882,1078.724,1233.946,1408.128,1714.839,0.001
3765,32.400,1061.608,1000.648,1033.595,1042.117,1058.587,1108.664,1232.980,1416.238,1466.296,0.001
3770,23.600,1088.541,1000.665,1040.921,1042.532,1058.303,1191.013,1379.317,1916.863,2183.391,0.001
3775,32.600,1061.304,999.822,1034.056,1041.947,1050.663,1075.336,1174.708,1499.698,1699.784,0.001
3780,16.600,1116.717,1000.723,1042.042,1075.370,1132.913,1256.818,1340.900,2383.874,2383.874,0.001
3785,11.600,1169.156,1001.726,1074.458,1134.186,1258.200,1316.541,1366.547,1432.473,1432.473,0.001
3790,11.200,1178.721,1000.218,1083.259,1141.006,1267.441,1366.175,1450.473,1457.913,1457.913,0.001
3795,13.800,1146.301,1003.318,1066.314,1125.081,1191.901,1283.962,1375.518,1441.666,1441.666,0.001
3800,16.400,1124.514,1000.739,1049.168,1082.518,1182.682,1300.575,1349.919,1407.788,1407.788,0.001
3805,14.400,1139.431,1001.776,1058.402,1108.746,1191.155,1300.871,1375.316,1566.358,1566.358,0.001
3810,15.800,1122.368,1002.304,1053.852,1083.808,1183.842,1258.869,1317.141,1425.828,1425.828,0.001
3815,13.600,1147.697,999.721,1072.017,1149.727,1199.278,1275.692,1316.307,1517.299,1517.299,0.001
3820,12.400,1165.936,1000.494,1091.839,1133.569,1207.879,1307.656,1399.607,1657.995,1657.995,0.001
3825,13.600,1145.267,1000.585,1050.492,1083.954,1265.805,1326.002,1374.497,1599.849,1599.849,0.001
3830,21.000,1095.229,1000.558,1038.868,1050.195,1091.838,1291.005,1333.584,1550.047,1582.839,0.001
3835,17.200,1118.108,1000.974,1049.100,1099.462,1183.909,1258.099,1282.535,1324.884,1324.884,0.001
3840,16.000,1119.968,1000.197,1049.776,1107.994,1167.014,1242.521,1359.100,1450.127,1450.127,0.001
3845,15.400,1130.234,1000.557,1043.180,1092.797,1163.790,1300.705,1440.934,1607.871,1607.871,0.001
3850,14.400,1139.817,1001.618,1041.898,1099.622,1200.258,1283.308,1458.529,1649.663,1649.663,0.001
3855,10.400,1189.015,1002.130,1092.374,1141.509,1241.728,1400.761,1549.917,1708.787,1708.787,0.001
3860,17.400,1118.207,1001.610,1041.546,1050.082,1133.176,1282.577,1541.487,1725.358,1725.358,0.001
3865,11.600,1168.755,1000.896,1067.106,1116.762,1254.560,1365.703,1466.413,1642.006,1642.006,0.001
3870,11.000,1187.532,1000.595,1050.732,1149.842,1291.164,1341.317,1450.487,1949.766,1949.766,0.001
3875,11.600,1166.622,1001.002,1041.788,1099.909,1216.785,1339.577,1499.294,2125.339,2125.339,0.001
3880,15.800,1126.069,1000.599,1049.335,1108.494,1191.159,1258.953,1292.132,1366.840,1366.840,0.001
3885,27.000,1074.655,1000.048,1034.103,1041.841,1058.200,1208.477,1275.490,1492.389,1574.458,0.001
3890,11.600,1180.443,1001.463,1058.186,1108.938,1225.569,1375.317,1561.508,2033.795,2033.795,0.001
3895,10.800,1175.291,1002.685,1050.231,1113.495,1233.315,1358.158,1516.071,2141.830,2141.830,0.001
3900,14.400,1139.138,1000.688,1049.850,1100.702,1250.363,1291.079,1333.063,1482.661,1482.661,0.001
3905,14.600,1137.766,1001.667,1041.253,1066.333,1216.789,1266.799,1383.176,1933.820,1933.820,0.001
3910,16.800,1117.908,1000.974,1041.567,1083.596,1183.907,1242.235,1292.481,1507.654,1507.654,0.001
3915,12.200,1163.564,1001.469,1066.845,1139.587,1234.074,1325.911,1341.563,1431.874,1431.874,0.001
3920,16.200,1126.202,1001.282,1050.426,1099.667,1158.214,1274.686,1333.669,1439.149,1439.149,0.001
3925,16.800,1118.143,993.594,1049.641,1083.280,1158.885,1239.715,1317.347,1508.688,1508.688,0.001
3930,14.800,1136.175,1000.031,1042.106,1074.931,1190.811,1333.460,1450.094,1799.862,1799.862,0.001
3935,16.200,1121.623,1000.879,1041.637,1075.819,1191.909,1297.925,1324.864,1475.588,1475.588,0.001
3940,18.800,1110.014,1001.016,1041.548,1075.647,1158.235,1238.779,1306.234,1434.000,1434.000,0.001
3945,21.600,1088.912,1000.256,1041.172,1050.172,1100.652,1217.647,1275.063,1466.727,1584.456,0.001
3950,20.400,1099.128,1002.355,1040.908,1049.557,1108.390,1258.359,1291.622,1632.486,1653.822,0.001
3955,22.000,1089.586,1001.198,1031.435,1066.325,1124.867,1183.281,1233.252,1350.567,1433.956,0.001
3960,26.200,1076.825,1000.196,1041.138,1050.787,1108.007,1141.767,1177.321,1383.433,1407.660,0.001
3965,19.400,1118.811,1000.841,1033.356,1066.780,1108.079,1172.710,1217.497,3179.427,3179.427,0.001
3970,21.400,935.432,28.299,919.846,1033.582,1091.762,1159.173,1200.407,1400.159,1416.507,0.001
3975,26.200,1076.305,1000.625,1030.363,1058.943,1111.496,1175.034,1200.127,1259.486,1290.990,0.001
3980,29.000,1068.353,1000.604,1026.257,1057.687,1099.910,1133.167,1158.811,1307.341,1389.030,0.001
3985,23.000,1090.071,1001.136,1033.200,1067.347,1125.477,1168.775,1325.137,1391.509,1457.408,0.001
3990,17.400,1109.886,999.859,1033.177,1058.697,1116.932,1198.791,1317.192,2183.587,2183.587,0.001
3995,18.000,1110.921,1000.452,1041.603,1115.991,1150.026,1200.058,1216.170,1624.114,1624.114,0.001
4000,20.400,1099.520,1001.383,1041.260,1066.442,1135.952,1208.664,1275.673,1399.851,1399.851,0.001
4005,24.200,1094.123,1000.653,1017.189,1050.304,1116.907,1183.748,1266.627,1974.938,2000.694,0.001
4010,16.800,1101.505,1000.959,1033.736,1067.269,1117.241,1233.151,1333.014,1639.131,1639.131,0.001
4015,18.200,1113.297,1000.276,1043.224,1083.094,1142.875,1216.776,1242.186,1848.575,1848.575,0.001
4020,20.400,1094.653,1000.836,1034.037,1043.581,1124.460,1199.703,1285.202,1609.143,1625.048,0.001
4025,29.800,1066.900,1000.474,1033.344,1042.135,1067.530,1150.257,1226.062,1400.350,1441.609,0.001
4030,17.000,1118.081,1001.806,1042.301,1091.394,1167.078,1225.437,1299.966,1658.753,1658.753,0.001
4035,14.400,1142.123,1001.664,1050.151,1100.025,1249.585,1298.966,1384.041,1518.002,1518.002,0.001
4040,11.400,1175.660,1002.224,1067.224,1176.120,1250.837,1325.282,1393.077,1616.798,1616.798,0.001
4045,13.000,1158.150,1001.855,1067.326,1124.460,1200.921,1351.118,1442.371,1609.206,1609.206,0.001
4050,6.400,1316.327,1000.682,1049.567,1283.786,1550.349,1592.114,1742.687,2183.320,2183.320,0.001
4055,14.800,1131.970,1001.078,1041.405,1097.751,1225.292,1283.517,1383.468,1466.383,1466.383,0.001
4060,17.000,1121.301,1001.624,1041.751,1063.724,1149.727,1258.663,1500.681,1717.017,1717.017,0.001
4065,13.000,1144.580,1000.301,1041.823,1083.619,1208.443,1342.230,1476.082,1659.195,1659.195,0.001
4070,15.000,1136.941,1002.477,1049.848,1087.867,1167.402,1332.949,1414.606,1642.507,1642.507,0.001
4075,13.600,1143.549,1000.794,1059.078,1125.348,1216.743,1266.578,1400.374,1485.092,1485.092,0.001
4080,13.200,1153.005,1001.254,1067.027,1133.255,1200.847,1342.810,1391.751,1583.992,1583.992,0.001
4085,14.200,1139.897,1001.715,1058.105,1092.083,1217.428,1334.152,1407.932,1500.333,1500.333,0.001
4090,14.400,1137.580,1000.000,1059.376,1115.978,1174.933,1325.614,1339.974,1533.506,1533.506,0.001
4095,15.400,1130.157,1000.519,1041.691,1097.141,1166.633,1315.606,1390.720,1624.700,1624.700,0.001
4100,13.000,1163.183,1002.079,1042.172,1100.250,1241.496,1367.714,1550.077,1848.790,1848.790,0.001
4105,16.800,1111.375,1000.593,1041.968,1075.131,1183.301,1258.741,1292.345,1465.750,1465.750,0.001
4110,17.800,1110.772,1000.759,1041.048,1058.059,1183.487,1266.856,1374.682,1483.075,1483.075,0.001
4115,20.800,1105.834,1000.232,1041.463,1050.153,1116.552,1274.845,1355.852,1774.966,1791.660,0.001
4120,18.000,1098.515,1000.922,1037.722,1057.667,1149.645,1233.758,1267.098,1441.635,1441.635,0.001
4125,15.000,1146.075,1000.817,1050.052,1091.653,1199.725,1309.639,1358.959,1908.478,1908.478,0.001
4130,11.200,1164.861,1000.035,1048.170,1124.750,1224.401,1408.495,1541.539,1707.818,1707.818,0.001
4135,13.600,1147.250,1000.244,1042.070,1124.674,1249.977,1308.188,1333.109,1517.135,1517.135,0.001
4140,22.200,1088.105,1001.117,1041.143,1049.650,1075.961,1199.121,1349.735,1567.353,1649.952,0.001
4145,11.000,1183.704,1000.366,1052.358,1124.610,1274.007,1449.354,1549.695,1658.990,1658.990,0.001
4150,14.000,1141.862,1000.601,1049.424,1116.863,1208.324,1332.874,1374.702,1432.289,1432.289,0.001
4155,14.400,1137.431,1000.554,1057.503,1091.437,1217.340,1308.206,1350.088,1434.447,1434.447,0.001
4160,14.400,1147.429,1000.375,1047.688,1099.285,1233.955,1299.849,1417.083,1857.934,1857.934,0.001
4165,9.000,1209.532,1000.882,1062.470,1124.659,1325.398,1541.735,1650.417,1707.687,1707.687,0.001
4170,18.600,1111.050,1001.042,1041.374,1067.540,1141.132,1283.816,1366.888,1459.057,1459.057,0.001
4175,19.000,1101.641,1000.303,1041.358,1059.003,1158.443,1249.825,1292.858,1441.627,1441.627,0.001
4180,26.600,1075.112,1000.910,1033.416,1041.782,1050.614,1066.982,1216.190,2066.281,2100.452,0.001
4185,26.800,1075.298,1001.316,1033.988,1042.221,1058.991,1158.134,1267.332,1592.273,1667.649,0.001
4190,20.800,1098.170,1001.826,1041.592,1050.961,1141.329,1233.329,1300.226,1342.752,1483.091,0.001
4195,26.800,1074.764,1000.061,1033.707,1042.345,1066.738,1192.366,1299.632,1448.176,1459.089,0.001
4200,14.600,1135.441,999.986,1042.767,1074.924,1242.425,1291.282,1357.810,1499.526,1499.526,0.001
4205,27.200,1071.832,1000.845,1041.050,1041.978,1050.968,1199.867,1275.256,1408.735,1475.161,0.001
4210,20.600,1097.073,1002.167,1035.669,1050.490,1108.756,1233.881,1341.473,1475.451,1541.689,0.001
4215,16.400,1126.336,1000.546,1041.782,1088.352,1199.632,1300.425,1308.812,1341.787,1341.787,0.001
4220,16.800,1114.436,1001.058,1041.792,1067.187,1141.728,1280.055,1417.448,1580.908,1580.908,0.001
4225,7.000,1277.759,1001.590,1041.479,1066.821,1192.257,1308.403,4149.320,4249.527,4249.527,0.001
4230,14.400,978.758,109.899,1002.619,1050.278,1168.287,1356.970,1408.585,1624.367,1624.367,0.001
4235,21.000,1094.352,1000.747,1033.019,1050.266,1125.446,1231.345,1316.118,1545.067,1637.148,0.001
4240,28.200,1070.896,1001.878,1024.786,1049.629,1108.037,1149.186,1199.935,1308.929,1349.807,0.001
4245,22.400,1088.201,1000.201,1033.188,1066.940,1133.534,1175.350,1233.723,1324.990,1339.144,0.001
4250,24.400,1082.797,1001.313,1033.240,1058.088,1110.070,1175.453,1217.136,1425.568,1499.430,0.001
4255,24.000,1084.617,1001.734,1033.150,1059.421,1125.046,1192.768,1208.495,1234.208,1283.247,0.001
4260,25.000,1077.712,1000.684,1033.449,1047.936,1121.434,1175.463,1207.409,1233.860,1244.132,0.001
4265,26.600,1075.239,1000.894,1041.218,1049.942,1077.943,1141.929,1250.076,1307.312,1616.227,0.001
4270,23.000,1087.214,1000.493,1034.354,1058.302,1134.015,1207.540,1233.247,1251.092,1267.319,0.001
4275,28.400,1069.804,1000.498,1033.338,1049.280,1091.799,1141.809,1167.448,1341.683,1456.588,0.001
4280,36.000,1055.525,999.911,1033.110,1041.668,1050.485,1117.061,1175.615,1275.622,1442.148,0.001
4285,30.800,1068.310,999.931,1032.707,1041.691,1074.299,1174.768,1217.280,1441.955,1522.600,0.001
4290,29.800,1065.398,1000.752,1024.545,1042.076,1074.801,1150.476,1184.015,1375.527,1383.733,0.001
4295,32.000,1060.599,1001.031,1024.846,1041.633,1083.028,1149.717,1175.431,1225.401,1242.497,0.001
4300,25.800,1077.951,1000.362,1025.229,1059.259,1108.275,1174.386,1200.130,1391.073,1417.588,0.001
4305,37.600,1052.974,1000.245,1032.917,1041.689,1057.555,1124.816,1141.835,1200.750,1208.720,0.001
4310,23.600,1085.268,1000.110,1033.662,1057.267,1125.002,1209.386,1251.144,1334.909,1408.869,0.001
4315,25.200,1078.593,1000.580,1041.668,1067.630,1107.704,1151.906,1176.039,1216.606,1282.540,0.001
4320,17.400,1116.859,1002.524,1042.300,1083.716,1166.198,1217.321,1335.044,1592.931,1592.931,0.001
4325,24.800,1079.485,1000.001,1034.466,1059.595,1116.487,1159.580,1192.240,1257.669,1259.270,0.001
4330,18.800,1106.622,1000.024,1038.835,1083.863,1150.222,1217.949,1325.299,1425.599,1425.599,0.001
4335,22.000,1091.896,1000.563,1033.574,1076.186,1134.442,1184.129,1224.855,1284.241,1332.933,0.001
4340,33.400,1060.471,1000.567,1033.847,1042.353,1064.029,1124.995,1174.165,1357.636,1366.937,0.001
4345,32.800,1062.249,1000.560,1033.652,1041.871,1057.959,1100.050,1175.783,1492.831,1507.696,0.001
4350,18.000,1106.225,1000.213,1041.319,1100.462,1155.778,1233.236,1275.842,1416.519,1416.519,0.001
4355,18.600,1107.697,1001.452,1049.300,1075.357,1152.286,1200.705,1300.438,1458.848,1458.848,0.001
4360,27.000,1075.972,1000.093,1034.572,1042.762,1091.600,1167.243,1250.647,1317.324,1353.185,0.001
4365,13.200,1146.626,1000.991,1058.271,1140.868,1207.818,1325.379,1399.650,1441.368,1441.368,0.001
4370,27.600,1072.149,1001.018,1034.296,1049.818,1075.778,1159.280,1225.678,1366.532,1450.174,0.001
4375,34.400,1058.061,1000.035,1034.030,1041.992,1057.761,1090.767,1209.250,1309.317,1482.158,0.001
4380,32.800,1060.899,1000.506,1034.373,1042.185,1050.996,1108.024,1191.721,1442.444,1509.066,0.001
4385,34.600,1057.964,1000.198,1038.704,1042.048,1057.490,1083.793,1166.424,1333.028,1349.963,0.001
4390,34.800,1057.299,1000.307,1033.682,1041.888,1050.625,1108.111,1167.094,1464.091,1555.989,0.001
4395,35.000,1057.716,1000.109,1033.568,1041.939,1057.189,1100.516,1175.295,1317.385,1325.276,0.001
4400,38.400,1053.940,1000.950,1033.852,1041.899,1050.598,1067.025,1167.685,1433.217,1434.271,0.001
4405,32.600,1058.070,1000.786,1040.716,1042.222,1058.366,1099.491,1182.962,1308.347,1316.694,0.001
4410,33.800,1059.031,1000.443,1034.122,1042.201,1050.464,1091.316,1133.198,1482.633,1657.696,0.001
4415,34.000,1058.533,1000.417,1034.225,1042.092,1050.667,1077.711,1158.671,1475.868,1507.949,0.001
4420,37.000,1054.269,1001.012,1033.564,1041.962,1050.247,1074.535,1115.424,1541.333,1575.432,0.001
4425,45.400,1043.941,1000.366,1033.118,1041.746,1050.005,1067.036,1100.010,1125.768,1158.005,0.001
4430,41.800,1047.743,1000.756,1033.438,1041.653,1049.786,1066.256,1108.334,1181.241,1442.425,0.001
4435,45.000,1044.387,999.694,1033.189,1041.800,1050.064,1059.002,1100.187,1175.104,1225.193,0.001
4440,43.000,1046.431,1000.787,1025.457,1041.766,1050.156,1066.941,1117.366,1216.613,1416.691,0.001
4445,37.400,1053.283,999.955,1033.516,1041.751,1050.133,1075.530,1125.953,1414.791,1433.699,0.001
4450,51.600,1041.032,999.789,1022.283,1034.286,1043.395,1058.509,1084.018,1157.743,1550.842,0.001
4455,39.800,1047.240,999.970,1032.583,1041.300,1049.873,1075.088,1142.181,1291.098,1291.719,0.001
4460,42.600,1046.850,1000.882,1025.205,1041.191,1050.517,1076.895,1116.657,1231.619,1283.016,0.001
4465,37.600,1053.903,1000.017,1033.346,1042.055,1057.683,1082.724,1100.359,1475.515,1550.110,0.001
4470,44.800,1044.005,999.754,1032.578,1041.743,1050.110,1067.428,1083.637,1150.033,1167.945,0.001
4475,41.000,1048.512,1000.802,1032.639,1041.452,1050.287,1075.703,1141.742,1230.654,1241.510,0.001
4480,37.400,1053.480,1000.127,1021.598,1038.264,1049.839,1082.894,1150.189,1782.472,1832.598,0.001
4485,41.400,1048.365,1000.037,1032.996,1041.560,1050.157,1074.986,1133.174,1283.890,1299.771,0.001
4490,41.200,1049.366,1000.221,1017.378,1041.584,1050.871,1107.918,1166.791,1208.459,1215.090,0.001
4495,44.200,1044.265,1000.414,1032.754,1041.662,1050.247,1064.763,1116.085,1166.371,1209.346,0.001
4500,41.600,1048.324,1000.418,1025.588,1041.508,1050.069,1066.514,1140.617,1217.273,1424.588,0.001
4505,38.400,1052.948,1000.454,1025.137,1040.915,1049.954,1100.069,1197.481,1325.179,1374.165,0.001
4510,43.800,1046.013,1000.571,1016.266,1024.988,1049.682,1108.137,1150.618,1359.015,1583.685,0.001
4515,47.200,1041.692,1000.222,1016.767,1033.267,1050.189,1083.893,1133.335,1166.770,1174.036,0.001
4520,54.600,1035.738,999.749,1016.451,1023.901,1033.544,1074.458,1141.887,1215.974,1366.947,0.001
4525,48.800,1041.159,1000.678,1016.709,1024.932,1041.419,1089.550,1150.255,1274.876,1299.617,0.001
4530,51.200,1038.756,1000.291,1016.723,1024.858,1034.196,1066.263,1158.662,1234.068,1440.696,0.001
4535,31.400,1063.848,1000.005,1032.831,1042.395,1066.100,1116.553,1208.569,1491.984,1574.686,0.001
4540,28.400,1070.508,1000.151,1033.593,1057.617,1074.602,1108.291,1283.717,1367.155,1374.399,0.001
4545,29.000,1068.675,999.961,1033.498,1041.797,1074.600,1141.534,1225.707,1417.722,1458.759,0.001
4550,31.000,1064.500,1000.360,1033.496,1041.699,1050.130,1083.460,1297.932,1416.766,1549.641,0.001
4555,32.400,1061.441,1000.372,1033.224,1041.283,1049.550,1107.615,1250.594,1449.970,1450.090,0.001
4560,33.600,1059.487,1000.441,1033.351,1041.619,1050.068,1099.473,1250.982,1383.197,1451.082,0.001
4565,34.400,1057.996,1001.389,1033.228,1041.073,1042.423,1074.771,1238.723,1474.668,1791.807,0.001
4570,26.400,1090.391,999.850,1033.550,1041.328,1050.510,1258.557,1333.668,2266.957,2533.667,0.001
4575,25.400,1067.171,1000.071,1033.403,1041.340,1049.931,1194.623,1283.445,1449.732,1458.026,0.001
4580,30.400,1066.015,1001.173,1032.571,1041.029,1049.702,1150.993,1300.310,1416.461,1425.127,0.001
4585,33.200,1056.956,1000.382,1032.992,1041.164,1047.558,1100.131,1258.060,1341.498,1407.597,0.001
4590,38.600,1051.702,1000.301,1033.035,1041.241,1049.617,1067.202,1232.934,1316.296,1333.324,0.001
4595,40.800,1050.542,1000.312,1033.135,1041.019,1042.101,1058.972,1125.044,1300.203,1408.369,0.001
4600,31.800,1061.473,999.668,1033.274,1041.774,1081.984,1100.311,1134.343,1320.380,1442.090,0.001
4605,32.600,1060.651,999.943,1033.304,1041.735,1066.853,1107.937,1158.078,1391.244,1441.895,0.001
4610,36.400,1054.924,1000.508,1032.996,1041.291,1043.141,1093.325,1208.421,1391.937,1426.204,0.001
4615,33.600,1061.531,1000.444,1033.815,1041.868,1058.420,1125.582,1192.694,1399.940,1419.994,0.001
4620,44.200,1043.725,1000.628,1024.826,1033.326,1042.187,1075.472,1117.565,1275.522,1292.858,0.001
4625,45.600,1044.395,1000.609,1017.961,1025.444,1040.671,1074.695,1184.507,1350.355,1400.285,0.001
4630,44.000,1044.572,999.803,1025.057,1033.992,1042.299,1058.860,1150.875,1283.923,1300.335,0.001
4635,28.000,1071.229,1001.000,1032.956,1041.749,1058.715,1142.613,1333.041,1515.807,1608.629,0.001
4640,34.800,1058.926,1000.159,1033.577,1041.775,1050.865,1108.137,1216.873,1275.027,1308.387,0.001
4645,31.800,1063.451,1000.981,1033.530,1041.660,1050.507,1091.807,1259.891,1457.851,1458.811,0.001
4650,57.200,1033.671,1000.380,1017.010,1025.261,1033.605,1055.688,1091.246,1250.142,1350.061,0.001
4655,63.400,1031.387,999.925,1016.892,1024.913,1033.026,1050.588,1107.950,1195.167,1241.939,0.001
4660,51.400,1038.881,1000.349,1020.950,1025.370,1034.341,1064.627,1149.836,1207.273,1249.995,0.001
4665,41.400,1048.363,1000.499,1016.925,1025.018,1033.988,1108.353,1208.229,1416.596,1482.918,0.001
4670,59.200,1033.780,999.581,1017.191,1025.065,1033.561,1065.324,1108.184,1209.092,1266.592,0.001
4675,17.400,1125.940,1001.651,1017.455,1026.013,1042.030,1083.057,1141.760,4850.300,4850.300,0.001
4680,53.200,861.554,23.039,835.752,1017.531,1033.522,1058.329,1117.351,1174.677,1182.962,0.001
4685,50.200,1039.068,1000.472,1024.842,1033.067,1039.039,1066.292,1098.888,1233.214,1280.972,0.001
4690,37.400,1057.658,1000.150,1033.377,1041.758,1054.723,1100.512,1199.858,1466.758,1475.755,0.001
4695,32.800,1055.893,999.775,1033.291,1041.635,1042.492,1083.102,1208.078,1358.750,1408.591,0.001
4700,38.800,1052.085,1000.261,1033.319,1041.503,1050.376,1100.377,1166.194,1283.383,1299.753,0.001
4705,43.200,1046.047,999.723,1033.025,1041.156,1047.835,1059.119,1083.044,1300.945,1384.133,0.001
4710,37.400,1054.276,977.196,1033.360,1041.512,1050.414,1100.571,1134.146,1350.161,1366.841,0.001
4715,37.800,1052.959,1000.568,1033.094,1041.098,1048.741,1125.242,1191.219,1241.259,1367.069,0.001
4720,39.400,1049.446,1000.794,1033.115,1041.194,1042.495,1067.889,1148.607,1383.345,1383.831,0.001
4725,35.200,1056.638,1000.610,1033.232,1041.272,1042.667,1067.519,1174.930,1566.104,1875.444,0.001
4730,38.200,1052.406,1000.385,1033.238,1041.500,1049.911,1074.388,1141.268,1349.430,1382.872,0.001
4735,40.000,1049.781,999.899,1033.367,1041.468,1049.498,1075.176,1115.831,1317.151,1324.314,0.001
4740,44.400,1047.097,1000.533,1033.228,1041.198,1042.339,1066.301,1108.398,1250.922,1324.872,0.001
4745,45.000,1042.378,999.536,1032.899,1040.853,1042.212,1065.855,1083.514,1217.267,1274.757,0.001
4750,33.600,1060.936,1000.561,1033.358,1041.505,1050.144,1134.582,1216.675,1425.406,1458.490,0.001
4755,36.400,1053.581,999.801,1033.156,1041.580,1057.351,1083.279,1140.847,1432.700,1491.573,0.001
4760,30.800,1065.421,1000.621,1033.544,1041.917,1074.933,1124.872,1216.334,1283.209,1283.731,0.001
4765,27.200,1076.928,1000.998,1033.655,1050.056,1091.749,1133.110,1275.112,1457.764,1522.835,0.001
4770,37.800,1049.851,999.865,1033.351,1041.553,1042.703,1082.428,1158.397,1282.862,1283.611,0.001
4775,38.000,1052.549,1000.306,1033.334,1041.137,1042.175,1075.199,1175.185,1342.007,1350.421,0.001
4780,37.600,1053.082,1000.387,1033.273,1041.380,1049.770,1091.759,1191.062,1299.206,1307.782,0.001
4785,38.800,1053.588,999.960,1033.282,1041.189,1042.629,1066.300,1216.225,1350.724,1533.503,0.001
4790,38.200,1050.169,1001.267,1033.599,1041.565,1049.575,1066.094,1133.100,1358.285,1366.604,0.001
4795,43.800,1045.713,1000.857,1033.125,1040.820,1042.305,1066.002,1108.446,1238.537,1333.740,0.001
4800,39.800,1050.275,1000.152,1033.335,1041.252,1048.679,1066.446,1191.537,1342.327,1349.360,0.001
4805,42.800,1046.371,1000.132,1032.937,1040.824,1043.399,1074.637,1157.809,1282.389,1299.488,0.001
4810,39.800,1050.396,1000.198,1033.163,1041.486,1050.473,1075.854,1125.445,1274.633,1316.652,0.001
4815,37.600,1052.890,1000.378,1033.436,1041.407,1049.824,1067.207,1190.788,1363.975,1374.868,0.001
4820,32.800,1062.884,1000.609,1033.596,1041.682,1049.148,1075.171,1191.430,1674.930,1707.462,0.001
4825,36.000,1055.195,1000.046,1033.445,1041.571,1049.755,1075.097,1255.168,1341.019,1341.089,0.001
4830,50.000,1039.478,1000.045,1024.790,1033.065,1034.164,1066.815,1133.961,1216.996,1242.019,0.001
4835,52.000,1037.678,999.742,1024.841,1032.851,1034.017,1058.688,1116.108,1199.555,1216.999,0.001
4840,52.800,1037.885,1000.793,1023.105,1032.782,1033.994,1058.641,1109.118,1241.728,1324.985,0.001
4845,48.000,1041.563,1000.568,1025.107,1033.158,1041.627,1074.955,1132.639,1200.097,1249.579,0.001
4850,31.000,1064.408,999.628,1025.060,1033.437,1050.051,1140.261,1224.420,1442.565,2175.087,0.001
4855,47.800,1041.791,1000.002,1024.908,1033.003,1033.992,1067.313,1142.685,1266.421,1325.197,0.001
4860,51.600,1038.678,999.870,1024.662,1033.017,1034.037,1058.227,1142.259,1233.528,1241.908,0.001
4865,55.200,1036.143,1000.190,1023.598,1032.789,1034.020,1058.406,1124.437,1166.333,1183.312,0.001
4870,45.200,1044.319,1000.156,1025.429,1033.241,1042.145,1075.684,1133.374,1207.685,1315.837,0.001
4875,42.800,1046.532,1000.355,1032.627,1034.238,1042.538,1066.991,1117.029,1281.767,1349.830,0.001
4880,43.400,1046.001,999.599,1032.608,1040.692,1042.975,1066.453,1099.226,1259.387,1324.364,0.001
4885,33.800,1059.034,1000.924,1033.288,1041.289,1042.524,1059.118,1225.050,1475.966,1616.502,0.001
4890,39.600,1050.498,999.981,1032.258,1039.431,1043.099,1075.589,1207.435,1299.884,1307.539,0.001
4895,36.200,1055.279,1000.612,1033.143,1041.368,1048.535,1067.518,1208.684,1317.123,1408.180,0.001
4900,39.400,1051.457,1000.660,1032.913,1040.845,1042.070,1082.918,1208.523,1274.671,1299.903,0.001
4905,32.600,1061.678,999.755,1033.197,1041.454,1050.432,1166.832,1199.868,1274.708,1300.552,0.001
4910,35.200,1057.350,1000.028,1024.392,1033.862,1056.842,1133.270,1217.323,1392.424,1417.852,0.001
4915,11.600,1167.150,1032.106,1058.736,1125.577,1167.062,1325.758,1501.254,2008.312,2008.312,0.001
4920,14.600,1143.260,1001.736,1041.761,1066.865,1200.847,1310.223,1534.010,1617.747,1617.747,0.001
4925,20.400,1093.064,999.982,1033.750,1049.759,1117.287,1208.750,1283.873,1475.718,1525.409,0.001
4930,19.200,1105.077,999.922,1034.135,1042.144,1100.087,1234.344,1309.425,2525.437,2525.437,0.001
4935,10.800,1189.426,1001.000,1059.016,1164.380,1266.947,1367.052,1500.233,1775.294,1775.294,0.001
4940,8.800,1229.631,1001.681,1101.119,1199.946,1342.341,1425.632,1542.572,1766.256,1766.256,0.001
4945,8.200,1238.067,1001.764,1050.939,1209.777,1306.902,1532.879,1717.576,2134.101,2134.101,0.001
4950,5.600,1352.225,1000.622,1092.354,1168.057,1450.381,2283.315,2503.450,2819.808,2819.808,0.001
4955,9.600,1210.225,1000.251,1082.910,1200.872,1310.258,1392.781,1491.287,1641.909,1641.909,0.001
