time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
1270,3,5440.284,1024.979,2195.118,6088.162,8294.838,9130.862,9247.852,9247.852,9247.852,0
1275,4.2,4407.632,1005.118,3481.605,4675.064,5093.024,7473.776,7841.812,8050.085,8050.085,0
1280,4.2,4857.428,1005.734,2747.232,4366.939,6582.298,7307.159,9940.932,12898.879,12898.879,0
1285,3.4,5540.382,1384.509,4911.574,6131.708,6858.773,8303.196,9571.159,9571.159,9571.159,0
1290,3.4,5486.019,1005.655,1651.261,5962.402,9666.196,10097.999,10372.536,10372.536,10372.536,0
1295,3.2,6114.263,1518.657,4800.958,4975.811,5979.375,12236.565,16957.359,16957.359,16957.359,0
1300,4.4,4800.015,1004.591,1827.621,4727.252,7626.403,8141.42,8268.626,8653.174,8653.174,0
1305,4.2,5213.541,1003.856,4460.205,4841.733,8283.763,8993.169,9438.522,9449.591,9449.591,0
1310,2.8,6069.098,1659.396,4759.269,5685.283,9418.416,9893.789,10020.813,10020.813,10020.813,0
1315,3.6,5821.213,1004.191,4307.972,4809.671,8970.305,9882.096,12013.081,12013.081,12013.081,0
1320,3.8,6251.459,1004.394,4075.329,6029.314,9186.215,11226.575,11277.332,11277.332,11277.332,0
1325,3.6,5306.297,1004.445,1702.482,5068.619,6309.467,10375.59,13298.332,13298.332,13298.332,0
1330,3.8,5189.292,1004.239,3900.309,5102.705,7527.225,8285.756,8611.607,8611.607,8611.607,0
1335,3.6,4720.087,1003.71,1893.902,5477.695,6021.426,9177.249,9374.754,9374.754,9374.754,0
1340,3.6,5593.952,1652.591,3047.361,4884.433,8780.251,9079.858,9339.294,9339.294,9339.294,0
1345,3.4,4517.431,1106.787,2855.633,4450.589,5353.506,7333.618,7467.749,7467.749,7467.749,0
1350,4.2,4573.131,1002.988,1685.368,2682.425,6358.168,10027.142,11342.247,14337.645,14337.645,0
1355,4.4,5237.036,1003.686,3913.996,5217.239,6897.079,7606.531,9277.432,9360.996,9360.996,0
1360,2.6,6826.042,1441.942,4575.136,6330.585,9794.644,10222.629,12459.661,12459.661,12459.661,0
1365,4,4954.02,1091.307,2060.847,5365.174,7618.904,8109.664,8314.099,8314.099,8314.099,0
1370,3.6,5279.513,1451.348,4407.848,4759.567,7173.903,7968.005,10524.68,10524.68,10524.68,0
1375,4.2,6181.319,1004.537,4507.223,5221.434,8207.863,11554.943,11780.576,12633.164,12633.164,0
1380,4.2,5457.705,1028.401,3647.226,4907.966,7713.902,8794.573,10766.579,12219.588,12219.588,0
1385,5,4780.306,1004.693,3013.198,4308.804,7057.723,9454.569,9455.655,10190.062,10190.062,0
1390,3.2,4996.976,1500.909,1977.479,5376.206,7916.423,8340.019,8408.269,8408.269,8408.269,0
1395,3.8,5654.34,1005.395,1676.294,4785.736,8270.101,8606.659,11238.518,11238.518,11238.518,0
1400,4.2,4494.086,1004.914,1944.016,4516.717,7021.969,7715.231,7873.681,7882.592,7882.592,0
1405,2.8,5908.01,1567.692,4917.559,5645.326,8125.787,9086.352,9697.272,9697.272,9697.272,0
1410,3.2,6356.702,1003.67,4566.229,5688.142,9946.123,10706.588,13165.051,13165.051,13165.051,0
1415,4.6,4255.924,1093.631,1727.356,4177.382,5253.468,8148.58,9728.365,9861.69,9861.69,0
1420,5,4837.828,1003.264,3524.564,4818.375,7541.201,7893.383,8210.967,10859.183,10859.183,0
1425,4.8,4526.716,1385.166,3598.06,4042.478,6139.501,6965.487,7116.65,7526.372,7526.372,0
1430,2.8,5269.901,1459.717,1760.766,6329.851,7014.607,7339.328,9705.015,9705.015,9705.015,0
1435,3.6,5293.057,1559.323,4451.394,5360.495,6756.08,7148.714,7891.011,7891.011,7891.011,0
1440,4,4820.441,1003.718,2185.58,5395.124,6597.032,8310.287,9981.933,9981.933,9981.933,0
1445,4.8,4098.516,1003.106,1676.986,4082.275,7066.056,8010.377,8959.391,11537.347,11537.347,0
1450,4.4,5606.481,1002.992,3615.903,6112.967,7918.992,8477.961,9706.991,10048.75,10048.75,0
1455,4.2,4914.963,1004.274,3966.827,4642.534,7224.711,7984.876,8268.518,8519.602,8519.602,0
1460,3.6,5628.677,1004.564,1605.298,6246.605,10466.755,11260.014,13814.577,13814.577,13814.577,0
1465,4.6,5400.443,1004.917,4015.208,5319.042,7147.732,8201.283,8826.403,10840.844,10840.844,0
1470,3.6,3463.597,1005.929,1727.246,1836.804,5210.923,5803.546,9797.366,9797.366,9797.366,0
1475,3.6,6044.651,1004.056,4191.279,5603.573,8886.614,12239.622,12583.738,12583.738,12583.738,0
1480,3.2,5461.925,1694.035,1835.534,5476.39,8850.098,10128.885,11997.788,11997.788,11997.788,0
1485,3.6,4744.567,1004.232,1618.469,5649.373,6154.54,10064.263,10223.526,10223.526,10223.526,0
1490,3.6,5272.205,1004.022,2068.931,5561.118,6371.8,9093.43,9498.518,9498.518,9498.518,0
1495,4.6,5238.045,1003.85,1793.261,4576.184,8704.689,9030.815,10759.745,11544.341,11544.341,0
1500,4.4,5386.898,1568.654,3497.764,4325.124,7301.73,10259.354,10352.674,12706.151,12706.151,0
1505,3.6,5211.627,1089.266,1860.209,5503.449,8343.421,8845.587,8847.148,8847.148,8847.148,0
1510,3.8,4634.111,1003.581,1905.913,5123.999,6013.097,7977.395,8488.263,8488.263,8488.263,0
1515,5.2,5104.01,1004.472,1718.853,6003.591,7232.096,8681.191,8986.399,9061.698,9061.698,0
1520,5.4,4275.59,1003.971,1527.209,3907.041,6877.2,8753.315,9169.531,9320.524,9320.524,0
1525,4.6,3619.837,1002.905,1655.762,3864.827,4808.615,8085.462,8106.833,8677.424,8677.424,0
1530,3.4,5404.047,1033.293,3757.204,5137.676,7728.618,8514.079,10978.327,10978.327,10978.327,0
1535,3.8,5233.604,1005.504,1818.666,5504.505,7225.353,9204.116,9207.447,9207.447,9207.447,0
1540,1.2,2114.496,1089.923,1626.448,1652.014,2962.006,3730.106,3730.106,3730.106,3730.106,0
1545,3.4,5925.014,1143.597,1693.001,5312.74,9614.474,13674.909,13715.03,13715.03,13715.03,0
1550,5.6,4503.487,1003.785,3297.818,3881.707,6631.305,7958.866,8592.762,9188.468,9188.468,0
1555,3.6,4676.296,1004.445,1951.784,5034.765,5394.507,8435.517,8447.126,8447.126,8447.126,0
1560,4,4893.734,1110.033,3486.558,4257.115,6895.285,9844.532,10136.175,10136.175,10136.175,0
1565,3.8,6548.203,1004.289,3966.094,7582.198,9327.722,10598.255,13236.712,13236.712,13236.712,0
1570,3.6,6184.986,1610.164,4157.801,6321.542,8519.041,9623.147,9840.02,9840.02,9840.02,0
1575,5.2,4013.652,1077.091,2688.82,4485.631,5286.523,6205.48,6390.65,8687.767,8687.767,0
1580,4.6,4679.169,1003.868,2680.159,5044.269,6063.556,7861.324,8077.639,8478.677,8478.677,0
1585,4.2,5946.015,1558.644,4040.674,4760.426,6822.131,9845.901,10764.495,14416.285,14416.285,0
1590,3.4,5699.86,1005.246,1719.225,4725.204,9128.812,12661.323,13907.324,13907.324,13907.324,0
1595,4.8,3835.757,1003.976,1512.764,4737.646,5519.584,7270.56,8121.761,9200.26,9200.26,0
1600,4.6,4117.597,1003.058,1635.67,4785.847,6105.456,6563.687,7796.98,9122.341,9122.341,0
1605,3.6,5278.257,1004.671,2678.548,4808.379,8424.246,8887.376,12525.132,12525.132,12525.132,0
1610,4.6,5744.336,1002.872,3204.2,5159.048,8559.136,11341.913,11568.305,11826.617,11826.617,0
1615,4.4,5281.848,999.974,1667.795,4308.415,9167.385,9986.115,10220.078,11608.764,11608.764,0
1620,3.6,4289.872,1005.76,1801.025,4801.128,5344.067,8025.161,8309.342,8309.342,8309.342,0
1625,3.2,5984.504,1027.273,5200.493,5409.658,8467.924,9352.041,9485.699,9485.699,9485.699,0
1630,3.8,5265.441,1149.8,3958.286,4285.07,7226.934,7768.678,11979.62,11979.62,11979.62,0
1635,3.2,5389.105,1003.879,4064.113,5251.765,8181.736,8960.897,9295.992,9295.992,9295.992,0
1640,4.6,4408.172,1002.477,1612.011,4549.957,7172.67,7665.977,8016.758,8233.625,8233.625,0
1645,5,4738.123,1298.678,2755.491,4108.381,6704.249,7297.555,9505.34,10062.973,10062.973,0
1650,4.6,4029.541,1375.309,2807.864,4260.361,4747.192,5715.885,6422.447,8089.607,8089.607,0
1655,4.4,5078.92,1391.925,4408.972,4733.513,7006.189,7665.119,8117.542,8417.486,8417.486,0
1660,4.4,4838.932,1004.267,1851.792,4559.854,7609.694,8395.037,8494.649,11620.399,11620.399,0
1665,3.8,4706.957,1004.133,1717.873,4910.026,5728.391,9338.366,9505.549,9505.549,9505.549,0
1670,3.6,6125.137,1141.191,4667.146,5478.179,8617.003,9344.639,9871.316,9871.316,9871.316,0
1675,3.4,4694.707,1031.967,3131.315,3640.877,7391.889,8577.428,9756.824,9756.824,9756.824,0
1680,3.8,5088.509,1003.497,2503.959,5653.827,6849.412,9065.598,9616.45,9616.45,9616.45,0
1685,2.4,6372.143,1635.217,4692.978,6423.194,7559.193,11444.53,11847.077,11847.077,11847.077,0
1690,3.2,5935.612,3973.981,4708.525,5269.74,7524.296,7599.354,10931.715,10931.715,10931.715,0
1695,3.4,5196.406,1007.094,2522.785,5812.982,6616.073,10109.428,10342.648,10342.648,10342.648,0
1700,4.6,5430.486,1144.644,3639.354,5538.587,7131.407,8438.381,9357.283,10701.021,10701.021,0
1705,3.6,5263.616,1029.918,1560.062,5705.751,6047.916,8823.004,12315.575,12315.575,12315.575,0
1710,3.6,4610.142,999.943,1877.008,4641.795,5638.58,7500.056,10323.909,10323.909,10323.909,0
1715,3.2,5310.577,1543.423,1684.18,5544.469,8461.235,9312.4,9387.257,9387.257,9387.257,0
1720,3.8,4153.927,1004.133,1459.403,4535.359,6328.096,8009.335,11050.016,11050.016,11050.016,0
1725,4.8,4476.934,1008.966,3549.261,4644.602,6992.206,7468.562,7678.742,7795.908,7795.908,0
1730,3,5306.59,1343.194,1676.776,5042.866,10072.804,10465.118,10756.905,10756.905,10756.905,0
1735,3.4,4834.566,1091.354,4090.086,4616.478,6928.868,7806.194,7990.466,7990.466,7990.466,0
1740,3.2,5072.111,1610.365,1818.468,5177.823,7641.262,8493.609,9856.203,9856.203,9856.203,0
1745,3.8,4441.105,1028.882,1551.175,4802.002,6773.619,8328.865,9650.812,9650.812,9650.812,0
1750,3.6,6089.067,1618.141,4467.056,6214.032,8760.567,9109.985,9260.8,9260.8,9260.8,0
1755,3.8,5333.125,1003.963,1760.236,4867.671,8009.575,8719.127,12453.668,12453.668,12453.668,0
1760,2.8,6193.059,1526.428,5109.572,5560.321,9535.787,10061.276,10254.921,10254.921,10254.921,0
1765,4,4817.579,1003.175,2879.296,5693.506,6563.188,7557.416,10747.03,10747.03,10747.03,0
1770,4,4529.879,1004.301,3623.846,4719.341,5925.92,6902.375,10233.228,10233.228,10233.228,0
1775,4.8,4987.798,1003.469,1351.393,4159.216,9404.669,11718.096,11867.872,15451.707,15451.707,0
1780,5.4,5297.695,1592.302,3180.327,4759.801,6788.553,9878.649,11883.249,12184.158,12184.158,0
1785,4.2,5449.29,1003.415,2420.407,5076.284,8725.558,9260.408,9561.485,11190.609,11190.609,0
1790,3.2,6733.227,1426.062,4937.526,5503.949,9230.023,13314.979,13826.546,13826.546,13826.546,0
1795,2.8,6556.376,1467.894,4877.1,6120.796,9583.344,9823.123,11102.664,11102.664,11102.664,0
1800,3.8,5331.871,1003.834,1677.337,5376.146,9134.036,10558.456,10697.753,10697.753,10697.753,0
1805,4.4,6218.576,1019.938,4625.424,6288.671,7515.777,8694.582,13020.176,13966.767,13966.767,0
1810,4.6,4251.926,1003.777,1660.643,4578.585,5925.483,8236.705,8354.005,8392.093,8392.093,0
1815,5,4473.621,1020.218,3190.029,4427.048,5185.652,7425.946,8929.189,9807.155,9807.155,0
1820,2.4,5950.112,1843.177,5201.847,6485.638,7221.45,8615.942,12416.432,12416.432,12416.432,0
1825,3.8,5003.201,1003.682,2888.615,4858.884,6687.316,9896.981,10121.472,10121.472,10121.472,0
1830,3.2,6188.09,1516.684,4316.784,6078.598,8844.721,9254.346,12563.004,12563.004,12563.004,0
1835,4.6,4610.011,1003.427,2704.626,4744.23,5520.976,7927.515,9641.674,10250.477,10250.477,0
1840,4.4,4910.202,1418.08,3364.754,4583.412,7066.468,8491.751,9286.672,10907.172,10907.172,0
1845,3.8,6287.258,1005.18,4558.107,5351.109,9470.687,11349.983,12310.366,12310.366,12310.366,0
1850,5.2,4254.137,1003.648,2972.105,3490.862,6294.422,7587.577,9392.653,9492.425,9492.425,0
1855,4.4,4985.555,1719.906,3816.478,4259.202,6113.51,7902,9412.411,9640.007,9640.007,0
1860,4.6,4869.361,1004.847,4049.076,4650.988,6281.325,7408.745,8427.835,10148.953,10148.953,0
1865,5,4476.359,1003.768,1710.301,4290.372,5444.844,8777.98,8807.922,9322.101,9322.101,0
1870,4.4,4547.715,1004.586,1754.042,4524.492,6680.117,9334.336,9409.777,10070.757,10070.757,0
1875,5.4,4092.733,1476.281,1886.126,4393.053,5410.323,6363.219,7207.878,8911.606,8911.606,0
1880,3.8,4934.164,1684.141,2613.27,4051.164,6932.208,10540.385,11241.71,11241.71,11241.71,0
1885,3.8,5102.244,1005.301,2361.787,4316.176,7804.471,10006.034,10933.714,10933.714,10933.714,0
1890,3.6,5542.5,1108.402,1718.471,5377.104,7868.158,9856.362,12035.86,12035.86,12035.86,0
1895,3.6,5264.344,1004.992,3865.125,4825.295,8811.952,9505.956,9931.17,9931.17,9931.17,0
1900,3.4,4585.6,1028.243,1543.347,5211.19,6130.461,9179.872,10074.183,10074.183,10074.183,0
1905,4.2,4403.164,1584.061,2620.375,4868.726,5278.075,7601.882,8286.189,9331.389,9331.389,0
1910,4.2,4376.79,1003.178,1781.674,2624.134,7844.406,8821.073,9238.907,11686.69,11686.69,0
1915,5.8,4348.295,1004.431,1810.713,3027.126,5838.428,8545.408,11695.189,12723.232,12723.232,0
1920,3.4,5574.017,1509.397,4024.071,4717.323,8075.62,8200.412,8569.43,8569.43,8569.43,0
1925,4.6,3567.274,1004.064,1633.338,4667.776,5295.149,6004.209,6247.062,7107.272,7107.272,0
1930,3.2,6098.42,1004.388,4532.782,5390.92,9700.139,11697.532,12609.773,12609.773,12609.773,0
1935,3.8,5177.126,1029.737,1604.299,5562.61,6262.094,8953.816,9612.886,9612.886,9612.886,0
1940,4.2,5121.831,1003.996,1775.912,3381.524,8117.302,9938.687,11065.5,13597.975,13597.975,0
1945,3.4,5979.935,1592.971,4443.616,5888.804,7978.196,11529.563,11555.163,11555.163,11555.163,0
1950,4.6,5488.863,1025.795,2897.286,5277.806,7823.655,8751.215,10582.42,10933.784,10933.784,0
1955,3,6588.406,1551.125,5293.558,6013.427,8903.515,9303.769,9328.015,9328.015,9328.015,0
1960,3.8,5275.875,1090.424,1601.306,5504.994,7895.756,8379.013,8723.281,8723.281,8723.281,0
1965,3.8,5613.007,1476.371,1734.513,6654.104,8708.791,11682.857,11692.691,11692.691,11692.691,0
1970,6.2,4182.824,1002.752,3154.532,3875.151,5931.203,6640.283,7008.232,9832.126,9832.126,0
1975,3.8,4877.318,1004.743,1780.746,4393.071,6990.811,10816.749,11193.315,11193.315,11193.315,0
1980,5.2,4913.244,1003.131,1107.993,4526.493,8686.156,9571.621,13306.625,13318.051,13318.051,0
1985,4.4,4820.284,1185.78,2639.384,5027.866,6386.79,6957.223,9346.807,13023.194,13023.194,0
1990,4.2,5070.88,1004.332,2411.899,4886.102,6950.72,9352.155,9457.783,10418.854,10418.854,0
1995,3.6,5725.788,1003.731,1701.37,5335.849,9146.205,9430.183,12448.963,12448.963,12448.963,0
2000,3.6,6870.778,1003.908,2804.493,5679.585,10174.96,13965.229,17834.674,17834.674,17834.674,0
2005,3.4,6234.967,999.96,4778.62,4928.579,7760.684,11087.373,13693.509,13693.509,13693.509,0
2010,3.8,4662.252,1031.578,2829.384,4141.684,7208.588,8619.384,10616.013,10616.013,10616.013,0
2015,3.6,5629.295,1158.118,4242.448,5367.656,8142.239,8770.47,10800.259,10800.259,10800.259,0
2020,4.6,4847.25,1634.346,1743.71,5397.944,6925.109,7937.588,8153.935,13136.115,13136.115,0
2025,4.2,4749.618,1004.303,3832.797,5077.675,5495.926,8093.337,8345.155,9138.555,9138.555,0
2030,3.4,6006.346,1402.109,1725.548,5894.562,8074.802,10438.557,13070.694,13070.694,13070.694,0
2035,3.2,4631.251,1034.78,4425.005,5761.904,6170.146,6219.606,6330.405,6330.405,6330.405,0
2040,3.6,6873.597,1003.204,2353.573,8660.199,9672.683,12235.82,13431.078,13431.078,13431.078,0
2045,4.8,5450.175,1004.228,1819.284,5261.375,8326.548,9738.232,12612.838,12688.004,12688.004,0
2050,3.6,4924.921,1003.489,1936.253,4527.621,7752.616,10450.558,10618.516,10618.516,10618.516,0
2055,3.6,5520.545,1004.64,1834.691,5268.841,8832.09,9744.351,12813.108,12813.108,12813.108,0
2060,4,6384.48,1004.253,4089.619,6599.404,9286.408,12454.083,15745.492,15745.492,15745.492,0
2065,4.2,5403.281,1610.481,3148.776,4878.688,6675.723,9576.289,10751.921,14130.684,14130.684,0
2070,3.4,5981.021,1502.051,2737.185,6169.628,9057.557,10136.487,10704.192,10704.192,10704.192,0
2075,3.6,5993.85,1467.093,3463.87,7515.328,8109.118,10032.171,12222.12,12222.12,12222.12,0
2080,5,5058.318,1005.034,3731.621,5190.664,7347.1,8032.725,8039.882,8316.162,8316.162,0
2085,6,3974.322,1003.801,1601.476,4451.312,5112.688,7686.964,7901.684,9908.979,9908.979,0
2090,3.4,5775.048,1609.199,4291.308,5419.125,7731.635,10622.645,11610.548,11610.548,11610.548,0
2095,4.8,5158.998,1004.821,1911.034,4776.74,7245.446,10292.105,11644.431,16149.786,16149.786,0
2100,3.2,5259.203,1559.804,4106.632,5345.041,7450.494,7909.076,8426.819,8426.819,8426.819,0
2105,3.2,5423.873,1035.261,2028.155,5411.81,8341.815,8758.826,11300.018,11300.018,11300.018,0
2110,3.6,4042.224,1002.559,1860.26,4416.932,4968.314,6473.287,9278.348,9278.348,9278.348,0
2115,4.2,5358.644,1676.056,4008.06,4676.458,6873.211,7182.568,10298.963,12102.406,12102.406,0
2120,3.2,6651.723,1468.132,4666.591,5945.532,8876.338,12027.561,13788.176,13788.176,13788.176,0
2125,3.4,5044.643,1710.223,4007.678,4509.881,6967.84,7708.28,8043.469,8043.469,8043.469,0
2130,3.4,4326.845,1003.418,1659.749,3995.032,6186.999,9128.626,9546.736,9546.736,9546.736,0
2135,4,5871.329,1003.185,1919.323,5110.557,9286.591,12082.047,17708.852,17708.852,17708.852,0
2140,4.2,5389.758,1003.776,1559.989,5518.435,6512.723,10047.865,10512.966,17708.167,17708.167,0
2145,4,5127.56,1004.106,3998.559,4933.99,8159.055,8651.726,9068.78,9068.78,9068.78,0
2150,4.2,4453.188,1005.436,2746.408,4401.869,4928.544,7519.154,8816.631,11870.717,11870.717,0
2155,4.4,5174.259,1089.671,3563.987,4375.862,7657.035,9738.587,10464.897,10956.47,10956.47,0
2160,2,3178.271,1493.067,1568.737,1717.758,5935.584,7714.966,7714.966,7714.966,7714.966,0
2165,4.2,5081.116,1003.623,1422.227,4865.257,8387.692,9605.373,9889.312,12944.165,12944.165,0
2170,3.8,4912.197,1003.908,1828.138,4776.468,7925.031,8301.379,8410.473,8410.473,8410.473,0
2175,4.4,4115.797,1005.923,1559.604,4127.642,5705.158,8421.981,9181.869,10877.139,10877.139,0
2180,3.6,5773.778,1026.883,2695.967,5711.728,7751.069,9440.108,14946.779,14946.779,14946.779,0
2185,3.4,5524.401,1040.04,3580.333,4766.682,8509.493,8861.009,9238.114,9238.114,9238.114,0
2190,4.6,5528.913,1003.342,1501.481,5275.215,7047.765,9653.476,15825.468,18668.405,18668.405,0
2195,3.8,5016.948,1587.418,2228.878,4692,8000.435,8468.5,12295.224,12295.224,12295.224,0
2200,4,4904.083,1021.468,1869.382,4952.037,7325.616,9581.808,10310.467,10310.467,10310.467,0
2205,3.8,6007.524,1409.529,3857.215,7239.418,8391.086,9217.734,11097.588,11097.588,11097.588,0
2210,3.6,4463.146,1400.857,1734.825,3857.107,7751.592,10076.275,10160.43,10160.43,10160.43,0
2215,3.4,5126.532,1003.747,3289.202,4542.094,6749.385,11002.213,12697.491,12697.491,12697.491,0
2220,4.6,4785.375,1005.684,3325.03,4291.946,5405.084,9013.894,9390.492,13768.941,13768.941,0
2225,3.6,5249.692,1004.531,4978.062,5671.759,6264.308,7768.897,8196.187,8196.187,8196.187,0
2230,3.6,4507.548,1029.491,1759.398,5661.63,6357.161,6530.699,8652.787,8652.787,8652.787,0
2235,4.6,4959.402,1003.455,3957.242,4383.743,6664.803,7935.353,8119.452,10065.838,10065.838,0
2240,5,4605.031,1003.642,1594,4098.939,5344.102,10391.42,11734.588,12294.231,12294.231,0
2245,3.4,6399.167,1034.517,4616.967,5265.867,8451.729,10030.853,14590.998,14590.998,14590.998,0
2250,4,5123.077,1004.318,3631.621,5527.719,6781.748,7810.305,9794.858,9794.858,9794.858,0
2255,4.6,3819.12,1003.866,1551.145,4409.486,5829.144,6357.677,6717.322,9398.418,9398.418,0
2260,4.2,4616.374,1003.53,2319.529,5012.1,6064.925,7427.498,8145.407,8488.484,8488.484,0
2265,3.8,4950.9,1004.338,2696.959,4089.088,7611.782,8940.711,11888.802,11888.802,11888.802,0
2270,4.2,5201.502,1089.831,4125.493,5277.28,7116.042,7567.1,8394.453,10383.524,10383.524,0
2275,3.6,5083.615,1003.573,3644.163,4674.317,7322.51,7666.096,10020.043,10020.043,10020.043,0
2280,3.2,6136.915,1509.877,5093.341,5845.718,9472.088,10174.537,12866.072,12866.072,12866.072,0
2285,3.8,5347.78,1081.649,1641.823,5768.937,6662.988,9936.546,10045.847,10045.847,10045.847,0
2290,3.8,4586.483,1003.044,1710.004,5007.753,5537.387,8536.155,9163.21,9163.21,9163.21,0
2295,3.4,5656.552,1027.828,3763.851,5589.401,7918.654,9187.763,12288.918,12288.918,12288.918,0
2300,3.4,5824.832,1501.333,4634.645,5619.185,7799.172,9469.74,11314.398,11314.398,11314.398,0
2305,3.2,5784.6,1509.2,1827.402,4525.106,10274.363,12982.451,16391.056,16391.056,16391.056,0
2310,3,5852.101,1425.168,3314.724,6813.33,7999.339,10487.89,11114.241,11114.241,11114.241,0
2315,4.4,5111.024,1004.235,3356.09,4934.497,7995.367,8216.864,9686.873,11561.159,11561.159,0
2320,3.4,5732.752,1027.4,1710.32,6156.064,9030.281,9617.024,9682.063,9682.063,9682.063,0
2325,5,4058.001,1027.038,1741.503,4393.194,5110.397,6238.792,6247.729,7592.366,7592.366,0
2330,5.4,4234.778,1004.801,1768.673,3773.811,6817.769,7555.631,7829.738,9483.461,9483.461,0
2335,3.4,5078.711,1127.261,4484.231,4642.397,5252.519,8110.597,10350.001,10350.001,10350.001,0
2340,4.4,4065.226,1002.041,1727.147,4626.165,5018.136,6722.333,9154.409,9445.576,9445.576,0
2345,4.4,4043.126,1026.142,1893.996,4315.443,4750.964,7180.169,7472.92,7829.889,7829.889,0
2350,3.6,5758.424,1467.828,3948.526,5119.317,8051.782,9488.97,11719.955,11719.955,11719.955,0
2355,4.2,5013.067,1003.552,3715.778,4877.99,6816.324,8395.356,8863.865,9055.526,9055.526,0
2360,3.8,5795.896,1527.122,4232.828,6406.148,7365.816,8083.664,8551.394,8551.394,8551.394,0
2365,3.6,6554.51,1022.834,1768.707,9323.866,9856.034,13840.471,13966.506,13966.506,13966.506,0
2370,2.8,6205.706,1550.318,5808.643,6218.292,7829.034,9417.537,9500.471,9500.471,9500.471,0
2375,5.6,5332.157,999.306,3447.219,5443.524,7535.731,9706.949,10083.726,11409.505,11409.505,0
2380,4,4743.364,1601.883,3065.24,4561.536,6648.069,7340.084,8769.064,8769.064,8769.064,0
2385,3.6,5257.185,1004.071,4441.723,5217.939,6212.73,9273.984,9688.484,9688.484,9688.484,0
2390,4.8,5202.493,1003.952,1840.029,5019.758,8613.707,9465.214,11906.521,14150.972,14150.972,0
2395,3.6,4901.701,1011.553,3347.022,5317.229,5996.567,8620.168,9206.719,9206.719,9206.719,0
2400,4.8,5107.933,1004.254,3823.028,5259.547,7748.53,8720.417,8942.195,9200.553,9200.553,0
2405,4.6,4414.848,1010.457,1660.374,4246.212,5769.359,6767.657,8287.904,13544.628,13544.628,0
2410,2.8,5861.246,1468.716,3356.183,5811.499,9857.355,10133.474,10383.128,10383.128,10383.128,0
2415,3.4,4967.701,1558.475,1860.226,3414.482,7139.615,11024.378,11108.908,11108.908,11108.908,0
2420,3.8,4471.951,1684.58,1911.515,4201.78,7078.051,7614.99,9510.881,9510.881,9510.881,0
2425,3.4,5053.215,1004.763,1726.203,5620.217,6346.412,10339.17,12804.786,12804.786,12804.786,0
2430,4.2,5668.495,1005.689,2262.199,5237.772,8260.117,10184.3,12427.923,13618.699,13618.699,0
2435,3.6,5014.281,1004.7,3153.979,5703.336,6181.162,8778.532,10082.994,10082.994,10082.994,0
2440,4,6342.567,999.876,4159.183,7398.534,8393.862,10131.356,12328.993,12328.993,12328.993,0
2445,4.2,4421.217,1003.98,1636.957,3331.557,6154.919,9021.652,9581.232,9859.565,9859.565,0
2450,3.8,4747.968,1030.447,1762.061,4793.795,7716.573,8460.982,8768.912,8768.912,8768.912,0
2455,3.8,4449.384,1304.371,1877.174,4209.42,7310.421,8404.967,9775.361,9775.361,9775.361,0
2460,3.4,4588.981,1458.587,1718.963,4173.81,6096.112,8685.624,9019.829,9019.829,9019.829,0
2465,3.4,5354.654,1334.153,3606.517,4399.494,8300.636,8942.807,9577.832,9577.832,9577.832,0
2470,4,5347.414,1003.505,1827.65,4645.412,8616.037,9744.42,11197.483,11197.483,11197.483,0
2475,4.8,4848.97,1003.891,2954.389,4825.708,7643.555,8620.89,9112.135,10042.656,10042.656,0
2480,4,6011.179,1003.57,1902.064,5419.132,8810.093,12476.224,14867.657,14867.657,14867.657,0
2485,3.2,6310.728,1601.967,4751.048,7633.628,8611.038,9387.286,10216.241,10216.241,10216.241,0
2490,3.2,5555.536,1029.257,2912.606,5336.384,6255.641,12104.707,16097.773,16097.773,16097.773,0
2495,3.2,5698.532,1030.94,4133.435,5336.556,9237.655,9782.849,9991.651,9991.651,9991.651,0
2500,3.4,6274.963,1701.542,1793.592,4912.046,10234.93,12975.476,13641.866,13641.866,13641.866,0
2505,3.4,5471.555,1003.405,4130.87,4975.239,8006.381,8825.658,10129.701,10129.701,10129.701,0
2510,3.8,4497.446,1117.118,3474.973,4210.285,4586.248,8471.342,9783.191,9783.191,9783.191,0
2515,4.2,4481.626,1004.612,1683.96,2888.419,6856.678,8213.974,10115.419,12153.416,12153.416,0
2520,4.2,5200.668,1003.999,1851.329,4802.417,7732.74,8534.967,9220.461,9320.631,9320.631,0
2525,3.6,5804.237,1701.891,4801.784,5777.104,6273.348,8443.991,12229.637,12229.637,12229.637,0
2530,4.2,4787.973,1003.276,1790.584,4793.553,7809.108,9414.892,9619.327,11787.159,11787.159,0
2535,3.4,5086.97,1667.254,4850.744,5309.587,6027.816,6504.319,6546.515,6546.515,6546.515,0
2540,4.2,4393.59,1033.584,1585.333,4468.033,6247.252,7114.974,7575.444,9989.771,9989.771,0
2545,3.8,4706.514,1006.755,3382.185,4635.122,6308.368,6734.971,6739.876,6739.876,6739.876,0
2550,4.6,4655.014,1002.986,2225.027,4689.101,6021.546,7367.594,7943.834,10667.417,10667.417,0
2555,4.6,4377.032,1003.909,1844.164,4659.233,5335.73,7505.354,7900.984,10348.253,10348.253,0
